id,place,duration,title,date
KvtT3UyhibQ,Kujataa greenland norse and inuit farming at the edge of the ice cap,62,Kulning - Ancient Swedish herdingcall,20160629
Hb4TuCk9snk,Vilnius historic centre,266,Estonia from Above - Aerial Drone 4K Film,20161205
CZIq-_dYm6Q,Bronze age burial site of sammallahdenmki,858,Urmas Viilunk (Mikko Töyssy) Virolainen talouskonsultti,20200910
yoXzpaXTm5M,Bronze age burial site of sammallahdenmki,137,"Winter in Helsinki, Finland",20161109
IXbV4uzCtcE,Bronze age burial site of sammallahdenmki,466,Как приготовить узбекский плов,20130412
pYTAKFnaszg,Bronze age burial site of sammallahdenmki,238,Hello Helsinki in 4k | Little Big World | Aerial & Time lapse & Tilt shift,20170717
BUQ9I4o4BYs,Bronze age burial site of sammallahdenmki,65,Cairnpapple Hill,20070124
ig5VglirLvQ,Bronze age burial site of sammallahdenmki,244,UNESCO World Heritage Site,20190116
c_fX_FSZpJI,Bronze age burial site of sammallahdenmki,677,Muinaishauta 13.6.18,20180613
dNo8G5lsja8,Bronze age burial site of sammallahdenmki,10,Neolithic Burial,20130902
45WBRQejO2M,Bronze age burial site of sammallahdenmki,87,rhondda fach two,20181207
hptFaoM2UuE,Verla groundwood and board mill,464,World Heritage in Finland.Verla Groundwood and Board Mill in winter,20200106
SD2DWgulGTs,Bronze age burial site of sammallahdenmki,128,"Long Meg Stone Circle, Cumbria, Time-Laps. SD.",20210809
Dl1D5yiLO4U,Bronze age burial site of sammallahdenmki,92,Cardunneth Pike,20191010
q3qzbGp6Uug,Bryggen,166,Copenhagen DRONE - Islandsbrygge and Sluseholmen,20160920
XCNSA7ZmHFI,Bryggen,263,"Bryggen in Bergen - UNESCO world heritage site, Norway | Virtual travel by allthegoodies.com",20200116
VHAzxxuMoeU,Bryggen,553,BRYGGEN BERGEN NORWAY 2021,20210912
3Rl3TXiZ1Eo,Bryggen,135,4K DRONE VIDEO - BOLGA BRYGGE - 2021 🇳🇴,20210625
mhzudo2VrGg,Bryggen,284,Amazing city of Bergen filmed with Drone (4K),20170331
M8euX69h93c,Bryggen,232,DJI Mavic pro Norway Bryggen Bergen,20170115
gTTwfzJWpdQ,Bryggen,876,Norway Walks 4K:  Bryggen Bergen - Bergen's UNESCO World Heritage Site Walking Tour,20210929
KXHlSJZlr4U,Bryggen,94,Varanger Brygge Summer Drone,20210624
kdNsR75UMMY,Bryggen,301,Aker brygge - Oslo - Norway 🇳🇴 - Europe - DJI Mavic 2 Pro Drone - Hasselblad Camera - 4K,20200426
Sg4tAbdS4Mk,Bryggen,260,Bergen Aerial / Norway drone 4K,20181109
V9KBVwJxnAk,Bryggen,177,Bryggen (UNESCO/NHK),20131105
BuimvwZrs_g,West norwegian fjords  geirangerfjord and nryfjord,1497,"Norway's West: Fjords, Mountains, and Bergen",20130819
QL2e7uGb96M,Bryggen,1439,"Norway Walks 4K:  Central Bergen - Walking Tour of Downtown Bergen, Norway",20210816
uXyy7lgDj9k,Syracuse and the rocky necropolis of pantalica,678,10 Best Places to Visit in Norway - Travel Video,20180901
TuOIW144_BY,West norwegian fjords  geirangerfjord and nryfjord,600,Top 10 Places To Visit In Norway,20200828
mfKrjGcxqzE,Bryggen,520,Christmas! | BERGEN VLOG | Life in Norway,20210325
jFNfZtdapbg,Bryggen,223,Norway - Cities (4K),20170227
g24W1eitqVE,Bryggen,605,OSLO 4K Norway /Oslo Drone Cinematic Footage,20200630
xkzccrQD61A,Bryggen,754,Sweden - Nightlife in Stockholm - Summer 2021 #113,20210612
QFdJhAvt_HM,Bryggen,1570,Bryggen -Norway Best Place - Travel & Discover,20180827
xjOJ8aBTnpY,Bryggen,128,Drone flight over Bergen,20150327
li_HkNg8pr0,Bryggen,176,Holmestrand Brygge,20210209
M_MXjLF0hVA,Bryggen,67,Varanger Brygge Summer Drone,20210624
IJww4Aa0gls,Bryggen,203,Bryggen Bergen Norwegen,20190205
VWxqwBu-nhE,Bryggen,106,BERGEN | BRYGGEN | Zweitgrößte Stadt Norwegens | Travel Video,20210131
P8EX77vWau8,Bryggen,759,bergen 4k bergen 2021 bergen drone Norway in a nutshell bergen city comfort hotel bergen airport,20210421
QR075VNgaY4,Bryggen,401,Alesund to Stranda - Norway - DJI Mavic Pro,20181010
QfSzHoc6Cf8,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,1250,Budapest Hungary in 4K Ultra HD Drone,20210522
e-RxZr3xcdY,Church town of gammelstad lule,328,"Budapest, Hungary 4K fly aerial video / DJI Mavic Pro / Buda castle",20170813
ri2uSDVWsE0,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,255,"Buda Castle and Buda Hill - Budapest, Hungary.",20190701
dne2X4v4SHk,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,766,Fisherman's Bastion - Buda Castle - Budapest (VLOG),20210304
ClGX9uNNkcQ,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,1498,BUDA CASTLE AND FUNICULAR RIDE #budacastle #budapest #budacastlefunicular,20201211
9pVqcVnM4h8,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,169,Budapest -  Hungary - UNESCO World Heritage,20130601
7M0XLfvj9xA,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,385,Budapest Hungary via Drone,20190903
dZYpHr1wDmY,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,586,Budapest Vacation Travel Guide | Expedia,20170313
Dgiv_PdVmwE,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,323,"Buda Castle in Budapest, Hungary",20200531
9oFIkNHsTBs,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,198,"Budapest by night:  Buda Castle, Parliament & Chain Bridge",20140517
HYUgJCW5Ro0,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,68,"Welcome to Arm – Budapest, Hungary",20180615
ql_LRmrj9xE,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,794,"Hungary ബുഡാപെസ്റ്റിലൂടെ  | EP 13 - Exploring Budapest, Hungary | Europe Travel Series-last part",20200607
MlicKu6JvOo,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,383,"Visit Budapest - Five Things You Will Love & Hate about Budapest, Hungary",20101203
gCY8nmuZXd8,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,301,✅ TOP 10: Things To Do In Budapest,20190220
oO_SEZkA9bY,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,643,"COOLEST CITY! Budapest Chain Bridge, Buda Castle And Fishermans Bastion | Hungary Travel Vlog",20180826
owI1QBHhbS0,Historic centre of the city of salzburg,631,Salzburg Vacation Travel Guide | Expedia,20170227
_EkO2ofPOXg,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,974,Jordan Vacation Travel Guide | Expedia,20181123
B_Hfmp-z7AE,Tokaj wine region historic cultural landscape,225,Budapest in 4K,20150428
uWogefb4RjM,Millenary benedictine abbey of pannonhalma and its natural environment,277,BALATON - a magyar tenger és vidéke látnivalói |DRONE VIDEOS #02|,20170930
nBlbdSwwyQo,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,150,Snow in Budapest: aerial footage shows the Hungarian winter wonderland,20170113
wrjYr7-gKQg,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,350,Budapest 8K,20190325
idg6vW3vXtE,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,264,Prague Vacation Travel Guide | Expedia,20140220
MkkJKHfemNw,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,30,4K Hungary  - Buda castle  100m over Hess András square,20180720
OimcKC3M0x0,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,586,Budapest City Video Guide | Expedia,20180425
7pU2T-MkNes,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,190,Buda Castle Bird's Eye View,20200229
wjt4p_tn-9U,Caves of aggtelek karst and slovak karst,392,Historic Budapest - UNESCO World Heritage Site,20171111
YR5RoNliY-c,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,695,"ബുഡാപെസ്റ്റിലൂടെ ഓട്ടപ്രദക്ഷിണം | EP 12 - Exploring Budapest, Hungary | Europe Travel Series",20200530
nIms5ft8iTc,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,93,Budapest Castle Funicular,20200307
VKod5ZzRyhk,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,237,"#Danube River view of #Budapest: Buda Castle, #Hungarian Parliament Building",20190816
XnJ4LSSZMkU,Budapest including the banks of the danube the buda castle quarter and andrssy avenue,297,Budapest Hungary August 2013,20200912
BkFpizJgwYk,Buddhist monuments at sanchi,174,Buddhist Monuments at Sanchi (UNESCO/NHK),20100603
5EAYkpW5K2Y,Buddhist monuments at sanchi,812,Buddhist Monuments at Sanchi 🇮🇳 India Best Places - Travel And Discover,20191010
uROZ_0Y0Vjk,Buddhist monuments at sanchi,296,സാഞ്ചി |The Great Stupa at Sanchi Madyapradesh || UNESCO Heritage Buddist Monument,20200424
Nw0BFkmWYIY,Buddhist monuments at sanchi,854,Sanchi - A Canvas of Buddhist History,20200114
GzrzHk90v70,Buddhist monuments at sanchi,113,((A WORLD HERITAGE .)). Buddhist monuments at Sanchi,20210116
NRsygtzaMSs,Buddhist monuments at sanchi,52,"Buddhist Monuments, Sanchi",20110207
CSRZpDdgutI,Buddhist monuments at sanchi,187,BUDDHIST MONUMENTS  AT SANCHI  (A WORLD HERITAGE-SANCHI STUPA),20131103
4JvqnawI-Es,Buddhist monuments at sanchi,262,"The Mind Boggling Kailash Temple ""A Gift To Earth?""",20171025
5hIeuQzLkgs,Buddhist monuments at sanchi,3095,Myanmar (Asia) Vacation Travel Video Guide,20130814
lZjfkmu3mSg,Buddhist monuments at sanchi,814,Ancient Sites in Sri Lanka in 4K Ultra HD,20180824
Ee0Qh_nIoHw,Pergamon and its multi layered cultural landscape,3653,Africa 4K - Scenic Relaxation Film With Calming Music,20210529
QDQHw7da7Vw,Buddhist monuments at sanchi,553,India/Aurangabad/Ajanta Caves Part 50,20160331
QSNa8U1yGrM,The porticoes of bologna,1818,EARTH in 8K ULTRA HD - Tour Through the Planet Earth - Best Places and Animals Relaxing Music 8K TV,20210507
9zwUZTv95cw,Hill forts of rajasthan,616,"Forts of Rajasthan, India in 4K Ultra HD",20210129
Cnn1iFa7RAA,Buddhist monuments at sanchi,285,Madhya Pradesh Top 10 Tourist Places | Madhya Pradesh Tourism,20190128
8_Rb04JWVcI,Mahabodhi temple complex at bodh gaya,180,Mahabodhi Temple Complex at Bodh Gaya (UNESCO/NHK),20130524
MorjCQf-YoA,Buddhist monuments at sanchi,2196,100 Natural Wonders of the World in 4K Ultra HD,20210409
7h9uMEQev_I,Buddhist monuments at sanchi,381,"Ancient stone caskets that stored Buddha’s relics | Sanchi Stupa, India",20201127
--lSlEYXeio,Buddhist monuments at sanchi,1107,"Sanchi Tourist Places, Guided Tour of Sanchi Stupa,Sanchi History, Land of Lord Buddha Sanchi#sanchi",20210220
TwK3aKbAv3w,Buddhist monuments at sanchi,960,Ep: 02 Monuments at Sanchi || History of Indian Architecture,20201007
Pn9Q0Ie6v24,Buddhist monuments at sanchi,537,Sanchi | Buddhist Monuments at Sanchi a World Heritage | Sanchi Stupa Madhya Pradesh Complete Tour,20201230
ZrZtiP5_jUk,Buddhist monuments at sanchi,94,Sanchi Stupa,20200506
OGKEFGbSngI,Buddhist monuments at sanchi,293,Sanchi Stupa | Buddhist Monuments | UNESCO World Heritage Site | Madhya Pradesh | Travel Vlogs,20191214
QW-fXhfJL4E,Buddhist monuments at sanchi,963,Sanchi Stupa: A Birth Of A Masterpiece | Sanchi Tour Plan | Sanchi Tour Guide | MP Vlog 01,20200409
iWtC6ZhGzH4,Buddhist monuments at sanchi,226,"SANCHI, HISTORY OF SANCHI.THE MONUMENTS OF BUDDHIST.",20180207
cXIYC_OhwN4,Buddhist monuments at sanchi,368,Sanchi Stupa | UNESCO World Heritage Site | Buddhist Monuments,20201112
EXrks6bxW4w,Buddhist monuments at sanchi,536,India-Sanchi (Buddhist/Great Stupa)  Part 32  (HD),20160324
uzkKMHN-slw,Buddhist monuments at sanchi,603,Buddhist Monuments at Sanchi,20110713
rDaIqQnJQEo,Buddhist monuments at sanchi,12,“ SANCHI “ World Heritage Buddhist Monuments.,20201209
VNJ-nDKWyhs,Buddhist monuments in the horyu ji area,843,Buddhist Monuments in Myanmar in 4K Ultra HD,20210521
WChdpsix9Pg,Historic monuments of ancient nara,211,Buddhist Monuments of the Horyu-ji Area - UNESCO World Heritage Site,20200219
fpqLrau2qqA,Buddhist monuments in the horyu ji area,154,Buddhist temple in the Horyu-ji area in 4k,20200902
1dHdXw9MirU,Buddhist monuments in the horyu ji area,78,"MENTAL EXPLORATION 56 - BUDDHIST MONUMENTS IN THE HORYUJI AREA, JAPAN",20181121
Qakmk-v55TM,Buddhist monuments in the horyu ji area,146,World Heritage Site Japan_Buddhist Monuments in the Horyu-ji Area,20150915
wQcjUB5bxqU,Soltaniyeh,198,Microsoft Flight Simulator 2020 Horyu-Ji in 4K (Drone Flight),20201015
MGQCvn0XRa4,Buddhist monuments in the horyu ji area,443,"4K Horyuji Temple Nara, Japan. Walk around the area.",20210531
BJO6JVwt8j0,Buddhist monuments in the horyu ji area,871,"Horyuji Temple　（法隆寺）, Ikaruga Town, Nara Prefecture",20130308
rpQgJeKENG4,Buddhist monuments in the horyu ji area,337,Horyu-ji Area of Japan,20151029
g8l2HgqVXdo,Buddhist monuments in the horyu ji area,42,Buddha statues dusted at Horyuji temple,20201208
-cfHUhTD0AQ,Buddhist monuments in the horyu ji area,17,Horyu-ji Temple | Japan  | Aerial View | Drone Shot | Free To Use Video | Creative Common,20200621
1VsmpdgiIBs,Buddhist monuments in the horyu ji area,43,"Horyu-ji Temple, Nara - Tobu World Square",20200224
XWlaA3PBR5w,Buddhist monuments in the horyu ji area,577,LOOK at JAPAN #015: HORYU-JI TEMPLE & ITS ANCIENT BUDDHIST RELICS（法隆寺と仏教の古代傑作）,20210503
hcKau7-Paww,Buddhist monuments in the horyu ji area,1052,PrimeDAO: Realizing a D2D Future - Renç Korzay @ The DAOist Lisbon,20211026
z4c72EJph9k,Buddhist monuments in the horyu ji area,1594,Big Buddha Hong Kong (Tian Tan Buddha),20130721
GcLg0qSsdDE,Buddhist monuments in the horyu ji area,220,Nara Deer visit the temple - Japan: Earth's Enchanted Islands: Episode 1 Preview - BBC Two,20150607
JlILGfo2FWI,Buddhist monuments in the horyu ji area,481,Art with Mati and Dada – Horiu-Ji Temple | Kids Animated Short Stories in English,20150417
Lo_bnnL169c,Buddhist monuments in the horyu ji area,691,"Milford Sound & Fiordland, New Zealand in 4K Ultra HD",20190830
zCLOJ9j1k2Y,Historic monuments of ancient kyoto kyoto uji and otsu cities,325,Japan in 8K 60fps,20190901
NRByYzk8kz4,Buddhist monuments in the horyu ji area,59,Horyu - ji,20200606
WeLKdbkRj74,Historic monuments of ancient nara,400,"Ancient Nara, Japan in 4K Ultra HD",20190906
rJPaZDzwV6M,Mount emei scenic area including leshan giant buddha scenic area,240,Leshan Giant Buddha Scenic Area - UNESCO World Heritage Site,20191103
Hl9TCsAIbdI,Buddhist monuments in the horyu ji area,61,Tian Tan Buddha-Big Buddha Hong Kong by drone 4k,20190806
EqWpIBwHOj8,Buddhist monuments in the horyu ji area,214,The grounds of Horyuji,20151104
jjnQVJyaMlI,Historic monuments of ancient nara,381,Todaiji  Temple,20110902
NMnD7UCtqco,Buddhist monuments in the horyu ji area,1102,"HORYUJI Temple Walking Tour, Nara Japan 4K 法隆寺 日本初の世界遺産",20210703
nSN4Y6APOLI,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,1101,Takhat i Bahi | Mardan Travel vlog | KPK | Exploring Takhat i Bai | Buddha Monastery | MOBS Official,20211017
wgsApUJutlc,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,1620,Takht-i-Bahi Kandarat | تختِ باہی | Takht Bhai Kandarat Mardan 2100 Years Old Buddhist Monastery.,20200216
jSK-QUx-mIY,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,468,Visit to Takht i Bhai  A buddhist Monastery In Mardan   Vlog,20200322
BfASzEEUH5U,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,1229,TODAY VLOG IN THE BUDDHIST RUINS OF TAKHT BHAI PAKISTAN INTERVIEW WITH CZECH REPUBLIC FOREIGNER.,20210328
J4EZ5UdEq7o,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,112,Buddhist Ruins of Takht i Bahi | #PeshawarToday,20191122
eCAHYk1tktU,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,170,Takht-e-bhai Kandarat Mardan | Buddhist Ruins Of Takht-i-Bhai | Vlog By Idrees Malik,20201222
tQ3-_Y3jYiA,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,368,Takht-I-Bahi Kandarat Mardan(Ruins) | buddhist monastery | takht bahi,20200714
RsxpKhwabLI,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,47,"Takht-i-Bahi Buddhist Monastery,   Mardan, Khyber Pakhtunkhwa.",20210829
THm6dp31ujo,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,615,Trip To Buddhist Remains Takht-e-bahi| Salmanster TV,20210804
NL5qtEWGA6c,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,321,Buddhist Remains Takht-i-Bahi Mardan | Historical Place In Pakistan | HEAVEN PLACES,20200129
FU7MHwjVeG8,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,303,A Side of Buddhism in Pakistan | Takht-i-Bahi Ancient Buddhist Monastery,20210930
CO1nytUoepU,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,267,Welcome to Takht bhai Buddhist Remains (khandaraat),20180514
o_VQLaayi3s,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,287,SirniKot || An Ancient Buddhist Monument,20211024
97d1uVUMVi4,Cultural landscape and archaeological remains of the bamiyan valley,570,Buddhas of Bamyan Buddhism in Afghanistan,20190503
6RVudjQmK_k,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,148,Where are Pakistani Buddhists and what is happening to them?,20190517
dfXApHkdZPQ,Taxila,804,Pakistan Ancient City: Taxila,20180926
cNlpo_m-0oc,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,691,Shocking! 1700 year-old Buddha Statue Destroyed in Pakistan | IAmFawad,20200719
joLuxZqhIvE,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,257,TAKHT BHAI Vlog | Shinkay Takht Bhai Mardan | KPK Pakistan,20210515
0q4tEXwSM5k,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,726,Mardan city Khyber pakhtunkhwa,20190529
T-VP7BN5GHE,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,179,Mardan Khyber Pakhtunkhwa Pakistan  مردان,20200210
EkgMWVL0wPk,Buddhist ruins of takht i bahi and neighbouring city remains at sahr i bahlol,268,Gul Panra new songs 2019 | za intezar kaoma sta | pashto new song | best music video | latest music,20190604
